/var/spool/slurmd/job2511452/slurm_script: line 10: /home/bhagavan/CS433/pinns/bin/activate: No such file or directory
Python binary: /usr/bin/python
Python version: Python 3.9.10

Lmod is automatically replacing "gcc/11.3.0" with "intel/2021.6.0".


Lmod is automatically replacing "intel/2021.6.0" with "nvhpc/23.3-mpi".

wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Currently logged in as: sathvikbhagavan (sathvikbhagavan-epfl). Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.18.7
wandb: Run data is saved locally in /home/bhagavan/CS-433/new/SteadyStateSplinePINNs/src/wandb/run-20250110_154822-k63ewncq
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run vague-voice-34
wandb: ⭐️ View project at https://wandb.ai/sathvikbhagavan-epfl/Spline-PINNs_with_heat_dp11
wandb: 🚀 View run at https://wandb.ai/sathvikbhagavan-epfl/Spline-PINNs_with_heat_dp11/runs/k63ewncq
Using device: cuda
Number of parameters in the model is: 1358120
Number of Outlet surface points: 10000, volume points: 96564, surface points: 195842
1/100
Number of Outlet surface points: 10000, volume points: 96463, surface points: 195807
Validation Divergence Loss: 0.1547413676293357, Validation X Momentum Loss: 577.3481508762504, Validation Y Momentum Loss: 583.2481477829255, Validation Z Momentum Loss: 716.4536874341412, Validation Outlet Boundary Loss: 0.006899809340779936, Validation Other Boundary Loss: 0.17161950899185285, Validation Heat Loss: 0.011371845640911968, Validation Surface Temperature Boundary Loss: 0.10763548752416571, Validation Total Loss: 1877.502254112444
Divergence Loss: 2.529002628552004, X Momentum Loss: 0.06358687963641708, Y Momentum Loss: 0.14004777389531867, Z Momentum Loss: 0.08490420930151975, Inlet Boundary Loss: 62.54126735390819, Outlet Boundary Loss: 5.005496215976601e-05, Other Boundary Loss: 1.183589703076958, Heat Loss: 0.34722308512935274 Inlet Temperature Boundary Loss: 0.10567450324185364 Surface Temperature Boundary Loss: 0.0006271220236582765 Total Loss: 63.04453055138418
Divergence Loss: 2.518539477181505, X Momentum Loss: 0.06516385797004416, Y Momentum Loss: 0.14023401085190412, Z Momentum Loss: 0.08306607381792014, Inlet Boundary Loss: 62.520353035506126, Outlet Boundary Loss: 4.970461908510176e-05, Other Boundary Loss: 1.1770817315966697, Heat Loss: 0.32268133781067376 Inlet Temperature Boundary Loss: 0.10847771455276078 Surface Temperature Boundary Loss: 0.000584886289750674 Total Loss: 63.02111478480897
Divergence Loss: 2.5338388698845313, X Momentum Loss: 0.06567644244637422, Y Momentum Loss: 0.13907794252886627, Z Momentum Loss: 0.09149382415748616, Inlet Boundary Loss: 62.495302068994825, Outlet Boundary Loss: 4.5841371883109875e-05, Other Boundary Loss: 1.1869936937129781, Heat Loss: 0.32633254473558804 Inlet Temperature Boundary Loss: 0.11128627246501444 Surface Temperature Boundary Loss: 0.0005717744804678985 Total Loss: 63.0004571848073
Divergence Loss: 2.5380319927720674, X Momentum Loss: 0.06494723243705217, Y Momentum Loss: 0.1353022226169917, Z Momentum Loss: 0.10159195707169252, Inlet Boundary Loss: 62.476648467581676, Outlet Boundary Loss: 4.298363412750205e-05, Other Boundary Loss: 1.1901814806148268, Heat Loss: 0.32972711566378393 Inlet Temperature Boundary Loss: 0.11431432719803987 Surface Temperature Boundary Loss: 0.0005627214696681523 Total Loss: 62.98307762944555
Divergence Loss: 2.541853350229972, X Momentum Loss: 0.06366182636678674, Y Momentum Loss: 0.13945216492004137, Z Momentum Loss: 0.10969692222210642, Inlet Boundary Loss: 62.45624233422941, Outlet Boundary Loss: 4.0241022132002174e-05, Other Boundary Loss: 1.1934638453577613, Heat Loss: 0.3387693007516331 Inlet Temperature Boundary Loss: 0.11596684236547239 Surface Temperature Boundary Loss: 0.0005666693005555654 Total Loss: 62.96439509658366
Divergence Loss: 2.538237690443761, X Momentum Loss: 0.061218137521748886, Y Momentum Loss: 0.1422490748595547, Z Momentum Loss: 0.10195439951297001, Inlet Boundary Loss: 62.43162502325616, Outlet Boundary Loss: 3.887437928025102e-05, Other Boundary Loss: 1.190958357345332, Heat Loss: 0.33751027074792816 Inlet Temperature Boundary Loss: 0.11444489144998846 Surface Temperature Boundary Loss: 0.0005745549064996991 Total Loss: 62.93595707155829
Divergence Loss: 2.5443760102166393, X Momentum Loss: 0.059378095540664075, Y Momentum Loss: 0.16765695127570224, Z Momentum Loss: 0.10178501228402928, Inlet Boundary Loss: 62.38315569764293, Outlet Boundary Loss: 3.323860986593062e-05, Other Boundary Loss: 1.1976375178531522, Heat Loss: 0.34147900255891434 Inlet Temperature Boundary Loss: 0.11637094281549655 Surface Temperature Boundary Loss: 0.0005689199817576381 Total Loss: 62.89003658072672
Divergence Loss: 2.540016885948451, X Momentum Loss: 0.05725175437300685, Y Momentum Loss: 0.18065335591344153, Z Momentum Loss: 0.11901376941620007, Inlet Boundary Loss: 62.354993689935135, Outlet Boundary Loss: 3.394960624949012e-05, Other Boundary Loss: 1.1985690733833068, Heat Loss: 0.33925864462410243 Inlet Temperature Boundary Loss: 0.11099766906811455 Surface Temperature Boundary Loss: 0.0005769018925082358 Total Loss: 62.86167668099663
Divergence Loss: 2.544799831912599, X Momentum Loss: 0.05721218469158312, Y Momentum Loss: 0.18270302516383086, Z Momentum Loss: 0.11393508772125757, Inlet Boundary Loss: 62.33027413453639, Outlet Boundary Loss: 3.232520302236162e-05, Other Boundary Loss: 1.206159832098686, Heat Loss: 0.34208242479108847 Inlet Temperature Boundary Loss: 0.11269321269049691 Surface Temperature Boundary Loss: 0.0005672174112803115 Total Loss: 62.838294110597346
Divergence Loss: 2.5512133273605415, X Momentum Loss: 0.05772747770689235, Y Momentum Loss: 0.17774846875215788, Z Momentum Loss: 0.096957462156307, Inlet Boundary Loss: 62.30782298777022, Outlet Boundary Loss: 3.3183687786597326e-05, Other Boundary Loss: 1.215175417322747, Heat Loss: 0.34727369503010463 Inlet Temperature Boundary Loss: 0.11117046485996528 Surface Temperature Boundary Loss: 0.0005388169752161138 Total Loss: 62.81604648436929
Divergence Loss: 2.547871721944342, X Momentum Loss: 0.05717554247964089, Y Momentum Loss: 0.17634096037338962, Z Momentum Loss: 0.09667290539994697, Inlet Boundary Loss: 62.29037154581015, Outlet Boundary Loss: 3.145218184870372e-05, Other Boundary Loss: 1.22081505811962, Heat Loss: 0.34487921615239264 Inlet Temperature Boundary Loss: 0.11526647731994603 Surface Temperature Boundary Loss: 0.0005256242039911863 Total Loss: 62.798260491642935
Divergence Loss: 2.540347677466363, X Momentum Loss: 0.05678827942882793, Y Momentum Loss: 0.16122137465357286, Z Momentum Loss: 0.10239356561422393, Inlet Boundary Loss: 62.26823961223572, Outlet Boundary Loss: 3.079569584464751e-05, Other Boundary Loss: 1.2288673612898355, Heat Loss: 0.343467625415133 Inlet Temperature Boundary Loss: 0.1206013495295147 Surface Temperature Boundary Loss: 0.0005180322005919292 Total Loss: 62.77523889883158
28/100
Number of Outlet surface points: 10000, volume points: 96530, surface points: 195775
Validation Divergence Loss: 2.7742848068307255, Validation X Momentum Loss: 0.09981834493602335, Validation Y Momentum Loss: 0.11182315982405423, Validation Z Momentum Loss: 0.1073276787470175, Validation Outlet Boundary Loss: 2.8086509396484275e-05, Validation Other Boundary Loss: 1.4080297367612915, Validation Heat Loss: 2.2870807308534107, Validation Surface Temperature Boundary Loss: 0.0005105292391760801, Validation Total Loss: 6.788903073701095
Divergence Loss: 2.4814514982109346, X Momentum Loss: 0.1188010459605176, Y Momentum Loss: 0.18464034224229078, Z Momentum Loss: 0.13604721753226673, Inlet Boundary Loss: 62.26823961223572, Outlet Boundary Loss: 3.132307445492462e-05, Other Boundary Loss: 1.4246720319061454, Heat Loss: 0.948198854232684 Inlet Temperature Boundary Loss: 0.1206013495295147 Surface Temperature Boundary Loss: 0.0005225501438906345 Total Loss: 62.91712747001296
Divergence Loss: 2.4676101555837127, X Momentum Loss: 0.11064879110470772, Y Momentum Loss: 0.12802240592162517, Z Momentum Loss: 0.1831556350877706, Inlet Boundary Loss: 62.32887749598313, Outlet Boundary Loss: 3.93028313688994e-05, Other Boundary Loss: 1.4319381243242861, Heat Loss: 0.9904437087106958 Inlet Temperature Boundary Loss: 0.12295438252917122 Surface Temperature Boundary Loss: 0.0005226567794898466 Total Loss: 62.972465315366186
Divergence Loss: 2.47627528983337, X Momentum Loss: 0.10135422663074761, Y Momentum Loss: 0.14648035831036954, Z Momentum Loss: 0.14293362271845916, Inlet Boundary Loss: 62.26790286958597, Outlet Boundary Loss: 3.39278052322584e-05, Other Boundary Loss: 1.426803999818253, Heat Loss: 0.9611109288506557 Inlet Temperature Boundary Loss: 0.12114026125853358 Surface Temperature Boundary Loss: 0.0005223197638979285 Total Loss: 62.8972572548401
Divergence Loss: 2.476933139662024, X Momentum Loss: 0.09339313456567501, Y Momentum Loss: 0.13866790455529254, Z Momentum Loss: 0.13593737494559432, Inlet Boundary Loss: 62.2539107540797, Outlet Boundary Loss: 3.65774155169372e-05, Other Boundary Loss: 1.4238352280757551, Heat Loss: 0.9524433325688015 Inlet Temperature Boundary Loss: 0.11576228234251584 Surface Temperature Boundary Loss: 0.0005142295571012511 Total Loss: 62.87217970215903
Divergence Loss: 2.4855074420406975, X Momentum Loss: 0.07981874757039051, Y Momentum Loss: 0.1367370437827142, Z Momentum Loss: 0.11483787224258604, Inlet Boundary Loss: 62.24489397946023, Outlet Boundary Loss: 4.2029743808771953e-05, Other Boundary Loss: 1.416068699317892, Heat Loss: 0.9195963503025499 Inlet Temperature Boundary Loss: 0.10750475158849272 Surface Temperature Boundary Loss: 0.0005397345438923954 Total Loss: 62.84328188047639
Divergence Loss: 2.485916426464757, X Momentum Loss: 0.07307608331611143, Y Momentum Loss: 0.1355827810407682, Z Momentum Loss: 0.10614696988016714, Inlet Boundary Loss: 62.2450698213882, Outlet Boundary Loss: 4.470816343621773e-05, Other Boundary Loss: 1.4094068353564886, Heat Loss: 0.8528506902722692 Inlet Temperature Boundary Loss: 0.10576070027683548 Surface Temperature Boundary Loss: 0.0005231381073268514 Total Loss: 62.82823995395711
Divergence Loss: 2.4883824304239366, X Momentum Loss: 0.06965627593751443, Y Momentum Loss: 0.1280872045390718, Z Momentum Loss: 0.1073775990472487, Inlet Boundary Loss: 62.239681983042736, Outlet Boundary Loss: 4.572851750129693e-05, Other Boundary Loss: 1.4062893945106902, Heat Loss: 0.8245866869040078 Inlet Temperature Boundary Loss: 0.10406970305116181 Surface Temperature Boundary Loss: 0.0005033649134994946 Total Loss: 62.81572549859312
Divergence Loss: 2.4876011177675466, X Momentum Loss: 0.06698333159955673, Y Momentum Loss: 0.12011388721263005, Z Momentum Loss: 0.10707662406052715, Inlet Boundary Loss: 62.229672391605746, Outlet Boundary Loss: 4.7766006135182365e-05, Other Boundary Loss: 1.4031538418295164, Heat Loss: 0.7945219404589378 Inlet Temperature Boundary Loss: 0.10317573834942102 Surface Temperature Boundary Loss: 0.0004924942613931364 Total Loss: 62.79871730903516
Divergence Loss: 2.488111018422379, X Momentum Loss: 0.06411419317062193, Y Momentum Loss: 0.11500551695428463, Z Momentum Loss: 0.11127753587763131, Inlet Boundary Loss: 62.211859658636094, Outlet Boundary Loss: 4.931209414586863e-05, Other Boundary Loss: 1.3978336276830459, Heat Loss: 0.7401287292142913 Inlet Temperature Boundary Loss: 0.10772043502356839 Surface Temperature Boundary Loss: 0.0004513161448379776 Total Loss: 62.772437785478495
Divergence Loss: 2.486830401114983, X Momentum Loss: 0.06094631681437146, Y Momentum Loss: 0.12187776455974571, Z Momentum Loss: 0.11757822865819886, Inlet Boundary Loss: 62.195899211145615, Outlet Boundary Loss: 5.111201283368296e-05, Other Boundary Loss: 1.3974297068841934, Heat Loss: 0.6997405993389494 Inlet Temperature Boundary Loss: 0.11326305215710551 Surface Temperature Boundary Loss: 0.000436811937175971 Total Loss: 62.75095942636977
Divergence Loss: 2.4880173924070474, X Momentum Loss: 0.05998475653336397, Y Momentum Loss: 0.1254832529498426, Z Momentum Loss: 0.11053119602119035, Inlet Boundary Loss: 62.17357693311204, Outlet Boundary Loss: 4.920125950121239e-05, Other Boundary Loss: 1.4054193519445857, Heat Loss: 0.7140938786206449 Inlet Temperature Boundary Loss: 0.12017722861437637 Surface Temperature Boundary Loss: 0.00042486459906387013 Total Loss: 62.73036370442618
Divergence Loss: 2.4826438620611473, X Momentum Loss: 0.05895425328463569, Y Momentum Loss: 0.12765233281958568, Z Momentum Loss: 0.10297710581049072, Inlet Boundary Loss: 62.153611677584855, Outlet Boundary Loss: 4.914022460331721e-05, Other Boundary Loss: 1.4061282255347822, Heat Loss: 0.6901784341412438 Inlet Temperature Boundary Loss: 0.12244980472070928 Surface Temperature Boundary Loss: 0.00042601430566471734 Total Loss: 62.706199835706414
Divergence Loss: 2.494766638509725, X Momentum Loss: 0.05917853352586652, Y Momentum Loss: 0.13347192501414934, Z Momentum Loss: 0.10931137339490528, Inlet Boundary Loss: 62.1270133491281, Outlet Boundary Loss: 4.527866138950219e-05, Other Boundary Loss: 1.424430976007573, Heat Loss: 0.7352534710234179 Inlet Temperature Boundary Loss: 0.1166988628321979 Surface Temperature Boundary Loss: 0.0004129768678091631 Total Loss: 62.68800271206611
Divergence Loss: 2.4922067616541543, X Momentum Loss: 0.05815506632913505, Y Momentum Loss: 0.12543435701177147, Z Momentum Loss: 0.11090386663588551, Inlet Boundary Loss: 62.10912702675032, Outlet Boundary Loss: 4.4746621244564135e-05, Other Boundary Loss: 1.4221017669706595, Heat Loss: 0.7203073191692368 Inlet Temperature Boundary Loss: 0.10630199900164977 Surface Temperature Boundary Loss: 0.0004062666355846628 Total Loss: 62.6654184414215
Divergence Loss: 2.4918748436851987, X Momentum Loss: 0.05702796776853107, Y Momentum Loss: 0.12012050774158664, Z Momentum Loss: 0.11321500623730454, Inlet Boundary Loss: 62.08991962648691, Outlet Boundary Loss: 4.367834513949744e-05, Other Boundary Loss: 1.4213028693405183, Heat Loss: 0.6798963177849731 Inlet Temperature Boundary Loss: 0.09577491654059245 Surface Temperature Boundary Loss: 0.00040186225181641403 Total Loss: 62.63957227047479
Divergence Loss: 2.489362687761396, X Momentum Loss: 0.055759470610260944, Y Momentum Loss: 0.11452760297947531, Z Momentum Loss: 0.1214497118645822, Inlet Boundary Loss: 62.07557891626327, Outlet Boundary Loss: 4.207708942962794e-05, Other Boundary Loss: 1.422665184513428, Heat Loss: 0.6427480514873757 Inlet Temperature Boundary Loss: 0.09429782504045774 Surface Temperature Boundary Loss: 0.0003819411966841157 Total Loss: 62.62022964214382
Divergence Loss: 2.4927045818221436, X Momentum Loss: 0.05543642988039281, Y Momentum Loss: 0.11829817515967231, Z Momentum Loss: 0.12682807545566932, Inlet Boundary Loss: 62.04895927418098, Outlet Boundary Loss: 3.938754404723307e-05, Other Boundary Loss: 1.4312344934624293, Heat Loss: 0.6346203428877099 Inlet Temperature Boundary Loss: 0.09399216026979079 Surface Temperature Boundary Loss: 0.0003675637081640223 Total Loss: 62.59453498942968
Divergence Loss: 2.5034799042423934, X Momentum Loss: 0.054372130417994664, Y Momentum Loss: 0.11316934022493787, Z Momentum Loss: 0.1314613354744195, Inlet Boundary Loss: 62.02590075837336, Outlet Boundary Loss: 4.036698143521689e-05, Other Boundary Loss: 1.4373133004079244, Heat Loss: 0.6045669433473111 Inlet Temperature Boundary Loss: 0.09588780882714179 Surface Temperature Boundary Loss: 0.0003609808322780986 Total Loss: 62.56922576957419
Divergence Loss: 2.50729542917546, X Momentum Loss: 0.05437626070094434, Y Momentum Loss: 0.10601820044197188, Z Momentum Loss: 0.12482219569644538, Inlet Boundary Loss: 61.996245700709714, Outlet Boundary Loss: 3.681405528938486e-05, Other Boundary Loss: 1.456235157101816, Heat Loss: 0.6095585742426884 Inlet Temperature Boundary Loss: 0.10426659185861913 Surface Temperature Boundary Loss: 0.0003524538011922139 Total Loss: 62.54179771146908
Divergence Loss: 2.5133912806694227, X Momentum Loss: 0.054099229278872236, Y Momentum Loss: 0.09673119089217687, Z Momentum Loss: 0.11491817581156341, Inlet Boundary Loss: 61.97656555667626, Outlet Boundary Loss: 3.681196904772207e-05, Other Boundary Loss: 1.461177206139498, Heat Loss: 0.6032031461348631 Inlet Temperature Boundary Loss: 0.10413487687529946 Surface Temperature Boundary Loss: 0.0003512646996222066 Total Loss: 62.52037531950395
Divergence Loss: 2.5238616997345398, X Momentum Loss: 0.05761305384706494, Y Momentum Loss: 0.10239117262439117, Z Momentum Loss: 0.1125881839788914, Inlet Boundary Loss: 61.94503132284791, Outlet Boundary Loss: 3.5251689903794424e-05, Other Boundary Loss: 1.4781387769161896, Heat Loss: 0.5756074192624043 Inlet Temperature Boundary Loss: 0.10283891289710188 Surface Temperature Boundary Loss: 0.00033920422947300235 Total Loss: 62.49252972263479
Divergence Loss: 2.5345114422185584, X Momentum Loss: 0.060555774674946355, Y Momentum Loss: 0.1079923972012439, Z Momentum Loss: 0.11285751272354097, Inlet Boundary Loss: 61.91275132628928, Outlet Boundary Loss: 3.179956983591294e-05, Other Boundary Loss: 1.4980059508313714, Heat Loss: 0.5512806261337099 Inlet Temperature Boundary Loss: 0.10218247851843022 Surface Temperature Boundary Loss: 0.00030533308630594115 Total Loss: 62.464298654770204
29/100
Number of Outlet surface points: 10000, volume points: 96423, surface points: 195838
Validation Divergence Loss: 2.7858944327197763, Validation X Momentum Loss: 0.07306346596630195, Validation Y Momentum Loss: 0.13939208747926757, Validation Z Momentum Loss: 0.13386148896705163, Validation Outlet Boundary Loss: 2.743190155221902e-05, Validation Other Boundary Loss: 1.520550492624359, Validation Heat Loss: 1.698619097175447, Validation Surface Temperature Boundary Loss: 0.0003072721031538306, Validation Total Loss: 6.351715768936909
Divergence Loss: 2.588224508647304, X Momentum Loss: 0.06072191694708536, Y Momentum Loss: 0.12398912270696119, Z Momentum Loss: 0.11600353094796734, Inlet Boundary Loss: 61.91275132628928, Outlet Boundary Loss: 3.184503358735521e-05, Other Boundary Loss: 1.2176170194766607, Heat Loss: 0.36016817985785077 Inlet Temperature Boundary Loss: 0.10218247851843022 Surface Temperature Boundary Loss: 0.0002752787629120138 Total Loss: 62.42457019051816
Divergence Loss: 2.6013515852317393, X Momentum Loss: 0.05895477575713625, Y Momentum Loss: 0.11729841045765625, Z Momentum Loss: 0.1287912652213412, Inlet Boundary Loss: 61.89086176687805, Outlet Boundary Loss: 2.409350613459946e-05, Other Boundary Loss: 1.2440172174230693, Heat Loss: 0.3592393510714669 Inlet Temperature Boundary Loss: 0.11202320625101224 Surface Temperature Boundary Loss: 0.0002475310424317842 Total Loss: 62.40633858659386
Divergence Loss: 2.594440852165849, X Momentum Loss: 0.051513634832473267, Y Momentum Loss: 0.09759427637998001, Z Momentum Loss: 0.10378112073444691, Inlet Boundary Loss: 61.878835747651394, Outlet Boundary Loss: 2.5695737723267634e-05, Other Boundary Loss: 1.2325094827763643, Heat Loss: 0.3508904376680513 Inlet Temperature Boundary Loss: 0.09984178236961681 Surface Temperature Boundary Loss: 0.00025218458934358963 Total Loss: 62.378509931856414
Divergence Loss: 2.598746471567028, X Momentum Loss: 0.05234171902855749, Y Momentum Loss: 0.09137114227784732, Z Momentum Loss: 0.10476449436618636, Inlet Boundary Loss: 61.861915951981935, Outlet Boundary Loss: 2.6102357281499533e-05, Other Boundary Loss: 1.2375547720953055, Heat Loss: 0.33765247503998314 Inlet Temperature Boundary Loss: 0.09822324792715893 Surface Temperature Boundary Loss: 0.00024329869454844586 Total Loss: 62.361334840268114
Divergence Loss: 2.600041969002198, X Momentum Loss: 0.0535377907499634, Y Momentum Loss: 0.09162627137461134, Z Momentum Loss: 0.10184201569237343, Inlet Boundary Loss: 61.847141691035084, Outlet Boundary Loss: 2.5306395455587684e-05, Other Boundary Loss: 1.2393003408170107, Heat Loss: 0.33625753204073644 Inlet Temperature Boundary Loss: 0.09699353671084264 Surface Temperature Boundary Loss: 0.0002381049755847132 Total Loss: 62.34752628396396
Divergence Loss: 2.61446935243583, X Momentum Loss: 0.05331224721043911, Y Momentum Loss: 0.1041635408255156, Z Momentum Loss: 0.10032820545699929, Inlet Boundary Loss: 61.8298300741439, Outlet Boundary Loss: 2.425340258044168e-05, Other Boundary Loss: 1.2528184301802248, Heat Loss: 0.3320709700083389 Inlet Temperature Boundary Loss: 0.09679328897697248 Surface Temperature Boundary Loss: 0.0002301905392379632 Total Loss: 62.33343931602222
Divergence Loss: 2.6296765683779815, X Momentum Loss: 0.05276255816989212, Y Momentum Loss: 0.11327773004971532, Z Momentum Loss: 0.09193887224261653, Inlet Boundary Loss: 61.807459572429366, Outlet Boundary Loss: 2.253698090511682e-05, Other Boundary Loss: 1.2588998226243038, Heat Loss: 0.32303129627468363 Inlet Temperature Boundary Loss: 0.09886111088964634 Surface Temperature Boundary Loss: 0.00021657365039250956 Total Loss: 62.312009497993635
Divergence Loss: 2.671236174146646, X Momentum Loss: 0.049314718244221616, Y Momentum Loss: 0.14281269261958598, Z Momentum Loss: 0.085191055797856, Inlet Boundary Loss: 61.77927635773405, Outlet Boundary Loss: 1.9520057078863625e-05, Other Boundary Loss: 1.2765907968020105, Heat Loss: 0.32713037248421295 Inlet Temperature Boundary Loss: 0.09477044282555122 Surface Temperature Boundary Loss: 0.00019589178996982012 Total Loss: 62.288562073241536
Divergence Loss: 2.6809631025662846, X Momentum Loss: 0.0481469664088153, Y Momentum Loss: 0.14492684139598058, Z Momentum Loss: 0.08078694330558485, Inlet Boundary Loss: 61.76512591023387, Outlet Boundary Loss: 1.8894006508822028e-05, Other Boundary Loss: 1.277895656733475, Heat Loss: 0.29658673756185694 Inlet Temperature Boundary Loss: 0.09407279727453138 Surface Temperature Boundary Loss: 0.00019084496282563613 Total Loss: 62.27098881888993
Divergence Loss: 2.6932927462664753, X Momentum Loss: 0.04713304970020078, Y Momentum Loss: 0.13092886189599784, Z Momentum Loss: 0.07979199234650657, Inlet Boundary Loss: 61.74889491945864, Outlet Boundary Loss: 1.7181538836084977e-05, Other Boundary Loss: 1.282091414472969, Heat Loss: 0.2924999217206079 Inlet Temperature Boundary Loss: 0.09014905100738536 Surface Temperature Boundary Loss: 0.00019254770765061877 Total Loss: 62.25309763379138
Divergence Loss: 2.715308135701972, X Momentum Loss: 0.04609837253971302, Y Momentum Loss: 0.11042156457380223, Z Momentum Loss: 0.07997341542216893, Inlet Boundary Loss: 61.734675383768376, Outlet Boundary Loss: 1.6270328819174483e-05, Other Boundary Loss: 1.2861030529856747, Heat Loss: 0.2899498795363568 Inlet Temperature Boundary Loss: 0.0870765687254794 Surface Temperature Boundary Loss: 0.00019558246009312478 Total Loss: 62.2378542274956
Divergence Loss: 2.73556267487032, X Momentum Loss: 0.045670515807173656, Y Momentum Loss: 0.11464076018598937, Z Momentum Loss: 0.0823185739424391, Inlet Boundary Loss: 61.722339932431765, Outlet Boundary Loss: 1.5598365021678355e-05, Other Boundary Loss: 1.296607915226329, Heat Loss: 0.2882851632622829 Inlet Temperature Boundary Loss: 0.08590361915741172 Surface Temperature Boundary Loss: 0.00019321357913691022 Total Loss: 62.22853709231906
Divergence Loss: 2.7260632743803868, X Momentum Loss: 0.04304617126638715, Y Momentum Loss: 0.11169083283769857, Z Momentum Loss: 0.08260393702712071, Inlet Boundary Loss: 61.71273849186035, Outlet Boundary Loss: 1.6563575872739933e-05, Other Boundary Loss: 1.2945599283244245, Heat Loss: 0.2935340465821908 Inlet Temperature Boundary Loss: 0.08381174643254187 Surface Temperature Boundary Loss: 0.00019875730445073321 Total Loss: 62.21521145334721
Divergence Loss: 2.7211410666103926, X Momentum Loss: 0.04103856369648419, Y Momentum Loss: 0.11049556325027342, Z Momentum Loss: 0.08492170765447782, Inlet Boundary Loss: 61.699110931085464, Outlet Boundary Loss: 1.652951402428032e-05, Other Boundary Loss: 1.2943145973950478, Heat Loss: 0.2915174233384808 Inlet Temperature Boundary Loss: 0.08315427891333792 Surface Temperature Boundary Loss: 0.00020146843387679439 Total Loss: 62.19890707988343
Divergence Loss: 2.7183681766468917, X Momentum Loss: 0.03953661657493484, Y Momentum Loss: 0.1095747171938322, Z Momentum Loss: 0.08905879693025172, Inlet Boundary Loss: 61.67341311654178, Outlet Boundary Loss: 1.5427044067220288e-05, Other Boundary Loss: 1.2953807718204635, Heat Loss: 0.2892165183261638 Inlet Temperature Boundary Loss: 0.08165363828268785 Surface Temperature Boundary Loss: 0.00020289426864026377 Total Loss: 62.17147943200979
Divergence Loss: 2.7334015124137325, X Momentum Loss: 0.04114542002596015, Y Momentum Loss: 0.11181647175117213, Z Momentum Loss: 0.09493539447633699, Inlet Boundary Loss: 61.63904479014029, Outlet Boundary Loss: 1.3734377581115982e-05, Other Boundary Loss: 1.3050006152336393, Heat Loss: 0.2922269120279245 Inlet Temperature Boundary Loss: 0.08854885247017436 Surface Temperature Boundary Loss: 0.00021562539912371433 Total Loss: 62.143000184840425
Divergence Loss: 2.718983216169737, X Momentum Loss: 0.03914510920673017, Y Momentum Loss: 0.10642347540260784, Z Momentum Loss: 0.09107970537558034, Inlet Boundary Loss: 61.61811536983797, Outlet Boundary Loss: 1.3426667267364943e-05, Other Boundary Loss: 1.2940540363119497, Heat Loss: 0.2931514134100293 Inlet Temperature Boundary Loss: 0.09357256208500615 Surface Temperature Boundary Loss: 0.0002255537717675988 Total Loss: 62.11721381635869
Divergence Loss: 2.7212095409183465, X Momentum Loss: 0.03868839418153326, Y Momentum Loss: 0.12100403375355513, Z Momentum Loss: 0.088182675816466, Inlet Boundary Loss: 61.59659073920729, Outlet Boundary Loss: 1.285982009933571e-05, Other Boundary Loss: 1.298349447834317, Heat Loss: 0.2901099657132292 Inlet Temperature Boundary Loss: 0.09907325562701144 Surface Temperature Boundary Loss: 0.00023272859548222074 Total Loss: 62.09730603993261
Divergence Loss: 2.7078623776531985, X Momentum Loss: 0.03708838873118108, Y Momentum Loss: 0.12367696908076087, Z Momentum Loss: 0.08395927860148117, Inlet Boundary Loss: 61.58246058127894, Outlet Boundary Loss: 1.3163009269621396e-05, Other Boundary Loss: 1.2998171241401792, Heat Loss: 0.28746567162408054 Inlet Temperature Boundary Loss: 0.09925883509788912 Surface Temperature Boundary Loss: 0.00023106580739708463 Total Loss: 62.0799853777382
Divergence Loss: 2.6960119195574928, X Momentum Loss: 0.0365869507719086, Y Momentum Loss: 0.1279023600004405, Z Momentum Loss: 0.07923465609525082, Inlet Boundary Loss: 61.565487347327434, Outlet Boundary Loss: 1.3806440222484928e-05, Other Boundary Loss: 1.305421959119986, Heat Loss: 0.27250036589078813 Inlet Temperature Boundary Loss: 0.09648989559465738 Surface Temperature Boundary Loss: 0.00021447272704156804 Total Loss: 62.060046267096276
Divergence Loss: 2.6665457441914002, X Momentum Loss: 0.03791764372852549, Y Momentum Loss: 0.12502438028411256, Z Momentum Loss: 0.07888777073193141, Inlet Boundary Loss: 61.55109796000161, Outlet Boundary Loss: 1.3600949537871086e-05, Other Boundary Loss: 1.3109453664294857, Heat Loss: 0.2608346015290892 Inlet Temperature Boundary Loss: 0.09461744942869496 Surface Temperature Boundary Loss: 0.000206752364197499 Total Loss: 62.04290924744877
30/100
Number of Outlet surface points: 10000, volume points: 96520, surface points: 195881
Validation Divergence Loss: 2.701836295274393, Validation X Momentum Loss: 0.040239352961141846, Validation Y Momentum Loss: 0.1912088913940306, Validation Z Momentum Loss: 0.09049320129153471, Validation Outlet Boundary Loss: 1.2358133938087205e-05, Validation Other Boundary Loss: 1.6091602067853334, Validation Heat Loss: 1.2578365678396377, Validation Surface Temperature Boundary Loss: 0.0002610651669533512, Validation Total Loss: 5.891047938846963
